,epoch,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5
0,0.0,37.803707122802734,1.2100064754486084,0.0099999997764825,0.0,60,0.0,40.678985595703125,1.1999231576919556,0.0099999997764825,0.0,60,0.0,33.729949951171875,1.6281352043151855,0.0099999997764825,0.0,60,0.0,38.878204345703125,1.511018991470337,0.0099999997764825,0.0,60,0.0,41.27433395385742,1.4231491088867188,0.0099999997764825,0.0,60,0.0,30.720073699951172,0.9370836615562439,0.009999999776482582,0.0,60,0.0
1,50.0,9.247594833374023,1.2095983028411863,0.0095319505780935,0.0,60,0.0,9.273507118225098,1.2008923292160034,0.009531863965094,0.0,60,0.0,10.16402530670166,1.6289396286010742,0.0095293810591101,0.0,60,0.0,9.864683151245115,1.5152429342269895,0.0096758268773555,0.0,60,0.0,9.859110832214355,1.4237877130508425,0.0095730945467948,0.0,60,0.0,8.80846881866455,0.9360899329185486,0.00953897275030613,0.0,60,0.0
2,100.0,8.206188201904297,1.2136812210083008,0.0090825837105512,0.0,60,0.0,8.790008544921875,1.2033755779266355,0.0090831303969025,0.0,60,0.0,8.535649299621582,1.7469333410263062,0.0089356321841478,0.0,60,0.0,8.727538108825684,1.519361138343811,0.0094435326755046,0.0,60,0.0,8.715266227722168,1.4855819940567017,0.0091317621991038,0.0,60,0.0,8.362374305725098,0.9374932050704956,0.009083767421543598,0.0,60,0.0
3,150.0,4.691011428833008,1.2124160528182983,0.0087658641859889,0.0,60,0.0,5.978244781494141,1.2752485275268557,0.008842209354043,0.0,60,0.0,5.552675247192383,1.713541030883789,0.0083821639418601,0.0,60,0.0,5.509253978729248,1.5297071933746338,0.0092489840462803,0.0,60,0.0,5.883425712585449,1.5415571928024292,0.0086178965866565,0.0,60,0.0,5.39387845993042,0.969980776309967,0.008738038130104542,0.0,60,0.0
4,200.0,3.445040941238404,1.205388426780701,0.0085499612614512,0.0,60,0.0,4.044195652008057,1.181057691574097,0.0087629128247499,0.0,60,0.0,4.438034534454346,1.6394184827804563,0.0082053318619728,0.0,60,0.0,4.303170680999756,1.5079114437103271,0.0091168778017163,0.0,60,0.0,4.440998554229736,1.4223687648773191,0.0085497116670012,0.0,60,0.0,3.5248982906341553,0.9354466199874878,0.00853329710662365,0.0,60,0.0
5,250.0,3.1041958332061768,1.1948591470718384,0.0084342351183295,0.0,60,0.0,3.526071786880493,1.1088886260986328,0.0086692189797759,0.0,60,0.0,3.9756767749786377,1.6059021949768066,0.008094566874206,0.0,60,0.0,3.899257659912109,1.5049006938934326,0.0090025262907147,0.0,60,0.0,3.9534695148468018,1.379588961601257,0.0085600465536117,0.0,60,0.0,3.033872365951538,0.9250703454017639,0.008383522741496563,0.0,60,0.0
6,300.0,2.9281129837036133,1.1290981769561768,0.0084014413878321,0.0,60,0.0,3.284062385559082,0.9603224396705629,0.0086261853575706,0.0,60,0.0,3.1142520904541016,1.4901964664459229,0.0080576473847031,0.0,60,0.0,3.729212284088135,1.4972302913665771,0.0089101493358612,0.0,60,0.0,3.738919973373413,1.2821189165115356,0.0085947262123227,0.0,60,0.0,2.782668113708496,0.8459950685501099,0.0082505838945508,0.0,60,0.0
7,350.0,2.6908609867095947,0.978241205215454,0.0083829583600163,0.0,60,0.0,3.1038572788238525,0.939703404903412,0.008563270792365,0.0,60,0.0,2.335890769958496,1.3519110679626465,0.0080205621197819,0.0,60,0.0,3.6106247901916495,1.482087016105652,0.0088402861729264,0.0,60,0.0,3.422703504562378,1.242650866508484,0.0086047649383544,0.0,60,0.0,2.3915417194366455,0.7065212726593018,0.008137479424476624,0.0,60,0.0
8,400.0,2.2078022956848145,0.947417378425598,0.0082553941756486,0.0,60,0.0,2.891115427017212,0.9141629934310912,0.0084769185632467,0.0,60,0.0,1.8973486423492432,1.1598026752471924,0.0080178845673799,0.0,60,0.0,3.3326992988586426,1.4404401779174805,0.0087962672114372,0.0,60,0.0,2.5678646564483643,1.2279154062271118,0.0086102839559316,0.0,60,0.0,1.5251367092132568,0.7221481204032898,0.00798718724399805,0.0,60,0.0
9,450.0,1.658674240112305,0.9281063079833984,0.0080817574635148,0.0,60,0.0,2.485316276550293,0.882950484752655,0.0083882510662078,0.0,60,0.0,1.6325652599334717,0.8985653519630432,0.0080104954540729,0.0,60,0.0,2.583263874053955,1.4281446933746338,0.0085146324709057,0.0,60,0.0,2.034698486328125,1.1443291902542114,0.0086162807419896,0.0,60,0.0,1.1731070280075073,0.6531301140785217,0.007877741008996964,0.0,60,0.0
10,500.0,1.3461130857467651,0.8010302782058716,0.0080155674368143,0.0,60,0.0,1.8554505109786987,0.8711771965026855,0.0082917138934135,0.0,60,0.0,1.4532029628753662,0.7006720900535583,0.0080084446817636,0.0,60,0.0,2.0018022060394287,1.3663580417633057,0.0080139646306633,0.0,60,0.0,1.67769193649292,1.0690683126449585,0.0086259506642818,0.0,60,0.0,0.9846775531768799,0.5846661329269409,0.007835779339075089,0.0,60,0.0
11,550.0,1.1503026485443115,0.6809660792350769,0.0079928319901227,0.0,60,0.0,1.37365460395813,0.8322833776473999,0.0082398811355233,0.0,60,0.0,1.325116515159607,0.5997065305709839,0.0079982653260231,0.0,60,0.0,1.6273105144500732,1.2622544765472412,0.0077291415072977,0.0,60,0.0,1.427289605140686,0.9782187342643738,0.008642416447401,0.0,60,0.0,0.8689162135124207,0.5249060988426208,0.007830110378563404,0.0,59,0.0
12,600.0,1.004375696182251,0.6032611131668091,0.007965225726366,0.0,60,0.0,1.088031768798828,0.7707920074462891,0.0082089537754654,0.0,60,0.0,1.2290066480636597,0.551552414894104,0.0079851476475596,0.0,60,0.0,1.3803638219833374,1.1330167055130005,0.0076584191992878,0.0,59,0.0,1.2524715662002563,0.8754128813743591,0.0086593851447105,0.0,60,0.0,0.7866256237030029,0.46430397033691406,0.007848935201764107,0.0,57,0.0
13,650.0,0.897899866104126,0.553820013999939,0.0079224733635783,0.0,58,0.0,0.9184415936470032,0.6847741603851318,0.0081857498735189,0.0,59,0.0,1.1501656770706177,0.524980902671814,0.0079693589359521,0.0,60,0.0,1.2058734893798828,0.96764075756073,0.0077083194628357,0.0,59,0.0,1.1222035884857178,0.770486056804657,0.008680828846991,0.0,59,0.0,0.7154182195663452,0.4153132438659668,0.007857665419578552,0.0,56,0.0
